Partner,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,City,Gender,Churn Value,CLTV,Referred a Friend,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Age,Number of Dependents,Satisfaction Score
Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Soulsbyville,Male,1,4533,Yes,1,9,31.67,59,Yes,No,No,No,0.0,10,285.03,956.28,30,0,3
No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,1111.85,Stevinson,Female,1,2813,No,0,15,42.83,21,No,No,No,Yes,0.0,0,642.45,1754.3,42,0,3
Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,7555.0,Tracy,Female,0,5707,Yes,4,71,10.46,3,Yes,No,Yes,No,0.0,60,742.66,8357.66,37,0,5
No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.0,49.0,Tuolumne,Male,0,5289,No,0,1,49.19,17,No,Yes,No,Yes,0.0,0,49.19,98.19,32,0,3
Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,Turlock,Female,1,4664,Yes,1,30,39.74,22,Yes,No,Yes,Yes,0.0,0,1192.2,4238.35,64,0,1
No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,Turlock,Male,1,5796,No,0,1,45.86,27,No,No,No,Yes,0.0,0,45.86,115.21,64,0,2
Yes,17,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,Twain Harte,Male,0,5575,Yes,1,17,0.0,52,No,No,Yes,Yes,0.0,0,0.0,836.35,27,0,5
No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,Vernalis,Female,1,5641,No,0,3,10.6,73,No,Yes,Yes,Yes,0.0,0,31.8,304.0,20,0,1
Yes,67,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.7,5293.4,Waterford,Male,1,6289,No,0,67,42.77,3,Yes,No,Yes,Yes,0.0,0,2865.59,8158.99,49,0,1
No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,20.95,Westley,Male,0,2285,No,0,1,2.29,0,No,No,No,No,0.0,0,2.29,23.24,52,0,3
No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,50.55,Winton,Female,1,3357,No,0,1,22.56,2,No,No,No,Yes,0.0,0,22.56,73.11,69,0,1
Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.3,2570.0,Yosemite National Park,Female,0,5242,Yes,2,32,2.17,11,Yes,No,No,Yes,0.0,0,69.44,2639.44,68,0,3
Yes,41,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,798.2,Santa Rosa,Male,0,2446,Yes,8,41,39.53,0,No,No,No,No,0.0,0,1620.73,2418.93,27,1,4
Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,Santa Rosa,Male,1,4273,Yes,1,1,43.67,73,No,No,Yes,No,0.0,0,43.67,124.22,25,0,1
No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.15,44.15,Santa Rosa,Female,0,3103,No,0,1,9.82,13,No,No,No,Yes,0.0,0,9.82,53.97,45,0,4
Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,916.9,Santa Rosa,Female,1,4154,Yes,1,12,40.63,59,Yes,No,Yes,Yes,0.0,0,487.56,1404.46,28,0,1
Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6487.2,Santa Rosa,Male,0,4271,Yes,8,62,14.75,52,No,No,Yes,No,0.0,150,914.5,7551.7,22,1,4
No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,1855.65,Santa Rosa,Female,1,5313,No,0,22,29.07,52,No,No,Yes,Yes,0.0,0,639.54,2495.19,25,0,1
No,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,Albion,Female,0,2347,No,0,17,49.78,19,Yes,Yes,No,Yes,0.0,0,846.26,2403.11,37,2,4
Yes,72,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.25,1988.05,Annapolis,Female,0,5098,Yes,8,72,2.57,0,No,No,No,No,0.0,0,185.04,2173.09,37,1,4
Yes,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,Boonville,Male,0,6484,Yes,4,56,23.52,53,No,Yes,No,Yes,0.0,0,1317.12,6749.32,39,3,5
No,9,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,147.55,Branscomb,Female,0,2392,No,0,9,45.99,0,No,No,No,No,0.0,0,413.91,561.46,32,0,4
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8424.9,Caspar,Male,0,6479,No,0,72,43.12,6,Yes,Yes,Yes,Yes,0.0,0,3104.64,11529.54,58,0,3
No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.2,2203.7,Cazadero,Male,0,2102,No,0,20,16.05,18,Yes,Yes,Yes,Yes,0.0,0,321.0,2524.7,40,0,3
Yes,19,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,387.4,Clearlake,Male,0,4821,Yes,3,19,31.7,0,No,No,No,No,0.0,0,602.3,989.7,32,3,3
No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.75,116.65,Clearlake Oaks,Male,1,2299,No,0,2,11.75,4,No,No,No,Yes,0.0,0,23.5,140.15,58,0,2
No,53,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),54.9,3045.75,Cloverdale,Male,0,5677,No,0,53,0.0,17,Yes,Yes,Yes,Yes,0.0,0,0.0,3045.75,62,0,4
No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,Cobb,Female,1,5172,No,0,27,31.17,25,No,No,Yes,Yes,0.0,0,841.59,3128.84,74,0,1
No,6,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,130.5,Comptche,Male,0,5761,No,0,6,6.93,0,No,No,No,No,0.0,0,41.58,172.08,56,0,5
Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.35,767.9,Covelo,Male,0,2993,Yes,9,9,30.46,82,Yes,No,No,Yes,0.0,0,274.14,1042.04,22,3,3
Yes,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.75,446.8,Dos Rios,Female,0,5681,Yes,1,8,12.41,53,No,No,No,Yes,0.0,0,99.28,546.08,62,3,4
Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.6,8100.25,Duncans Mills,Female,0,4071,Yes,5,71,4.91,29,Yes,Yes,Yes,Yes,0.0,0,348.61,8448.86,45,3,4
No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Eldridge,Female,1,3740,No,0,10,49.7,10,No,No,No,Yes,0.0,0,497.0,1327.7,60,0,1
No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20.0,Elk,Male,1,3657,No,0,1,46.77,0,No,No,No,No,0.0,0,46.77,66.77,30,0,2
Yes,71,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),66.8,4689.15,Forestville,Female,0,4698,Yes,10,71,0.0,85,Yes,Yes,Yes,Yes,0.0,0,0.0,4689.15,23,0,4
Yes,68,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.3,6754.35,Fort Bragg,Male,0,5757,Yes,1,68,49.51,3,No,Yes,Yes,No,0.0,90,3366.68,10211.03,43,0,4
No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.35,3540.65,Fulton,Male,0,5503,No,0,34,28.0,18,No,Yes,Yes,Yes,0.0,0,952.0,4492.65,51,0,3
No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,85.2,2184.6,Geyserville,Male,0,5156,No,0,26,29.72,11,Yes,Yes,No,Yes,0.0,0,772.72,2957.32,51,0,5
No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.8,1054.6,Glen Ellen,Female,1,2270,No,0,22,3.95,30,No,No,No,No,0.0,20,86.9,1161.5,32,0,1
No,7,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,130.55,Glenhaven,Male,0,4097,No,0,7,33.18,0,No,No,No,No,0.0,0,232.26,362.81,42,0,5
Yes,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,Graton,Female,0,5456,No,0,20,43.49,28,No,No,No,Yes,0.0,0,869.8,2410.15,51,0,5
Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,6411.25,Gualala,Female,0,4115,Yes,5,60,9.98,22,Yes,No,Yes,Yes,0.0,0,598.8,7010.05,48,0,3
Yes,72,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.55,1432.55,Guerneville,Male,0,5809,Yes,5,72,37.11,0,No,No,No,No,0.0,0,2671.92,4104.47,51,1,5
Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.75,7629.85,Healdsburg,Female,0,5832,Yes,7,72,18.15,16,Yes,No,Yes,No,0.0,80,1306.8,9016.65,70,0,5
No,4,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.25,101.9,Hopland,Male,0,3962,No,0,4,3.69,0,No,No,No,No,0.0,0,14.76,116.66,64,0,5
Yes,16,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,313.4,Jenner,Male,0,3677,Yes,2,16,31.99,0,No,No,No,No,0.0,0,511.84,825.24,40,1,4
Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.85,6312.9,Kelseyville,Female,0,5061,Yes,8,62,22.74,18,Yes,No,Yes,Yes,0.0,0,1409.88,7722.78,70,0,3
No,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.95,629.55,Kenwood,Female,0,4323,No,0,10,8.35,29,No,Yes,Yes,Yes,0.0,0,83.5,713.05,58,0,3
No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,Lakeport,Male,0,3031,No,0,31,42.05,12,No,No,No,Yes,0.0,0,1303.55,3944.1,60,0,3
Yes,71,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.1,1372.45,Laytonville,Female,0,4241,Yes,2,71,39.44,0,No,No,No,No,0.0,0,2800.24,4172.69,26,0,4
No,58,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.8,1212.25,Little River,Male,0,4758,No,0,58,49.02,0,No,No,No,No,0.0,0,2843.16,4055.41,29,0,4
Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.15,6237.05,Lower Lake,Male,0,5824,Yes,7,70,2.5,13,Yes,Yes,Yes,Yes,0.0,0,175.0,6412.05,31,1,3
Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.1,6310.9,Lucerne,Female,0,5054,Yes,2,71,22.33,71,Yes,Yes,Yes,Yes,0.0,0,1585.43,7896.33,30,0,3
No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.1,5031.0,Manchester,Male,0,4204,No,0,69,13.36,10,Yes,Yes,Yes,Yes,0.0,0,921.84,5952.84,71,0,3
No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,85.05,Mendocino,Female,1,2975,No,0,1,16.37,7,No,No,Yes,Yes,0.0,0,16.37,101.42,68,0,1
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8672.45,Middletown,Female,0,5475,Yes,1,72,41.14,53,Yes,Yes,Yes,Yes,0.0,0,2962.08,11634.53,33,3,4
Yes,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45,Monte Rio,Female,0,4038,Yes,1,26,42.26,2,No,Yes,Yes,Yes,0.0,0,1098.76,3295.21,56,0,4
Yes,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.0,3008.15,Navarro,Female,0,4639,Yes,1,33,10.34,22,Yes,Yes,Yes,No,0.0,60,341.22,3409.37,41,0,3
Yes,10,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,220.8,Nice,Female,0,2836,Yes,1,10,18.62,0,No,No,No,No,0.0,0,186.2,407.0,51,3,5
No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.3,5779.6,Occidental,Female,0,4421,No,0,57,36.89,17,Yes,Yes,Yes,Yes,0.0,0,2102.73,7882.33,80,0,4
No,10,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.2,222.65,Philo,Female,0,2066,No,0,10,10.46,0,No,No,No,No,0.0,0,104.6,327.25,52,0,4
Yes,39,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.2,914.6,Point Arena,Female,0,3109,Yes,1,39,5.88,0,No,No,No,No,0.0,0,229.32,1143.92,31,2,3
No,11,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.3,246.3,Potter Valley,Female,0,4188,No,0,11,48.92,0,No,No,No,No,0.0,0,538.12,784.42,40,0,3
Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,Redwood Valley,Female,1,3123,Yes,1,21,16.67,3,Yes,Yes,Yes,Yes,0.0,0,350.07,2460.22,52,0,1
Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,5560.0,Rio Nido,Female,0,4732,Yes,1,68,25.16,26,Yes,Yes,Yes,Yes,0.0,0,1710.88,7270.88,36,2,4
No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.6,1633.0,Sebastopol,Male,0,2269,No,0,18,34.78,2,Yes,No,No,Yes,0.0,0,626.04,2259.04,43,0,3
No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,547.65,Sonoma,Female,1,3722,No,0,6,5.16,59,Yes,Yes,Yes,Yes,0.0,0,30.96,578.61,26,0,2
No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.25,969.85,Ukiah,Male,0,2277,No,0,18,33.8,17,No,No,No,No,0.0,30,608.4,1608.25,47,0,4
Yes,52,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),50.95,2610.65,Upper Lake,Female,0,4298,Yes,2,52,10.03,29,Yes,No,No,Yes,0.0,0,521.56,3132.21,59,2,4
Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85,6567.9,Westport,Male,0,4937,Yes,8,56,40.86,27,Yes,Yes,Yes,Yes,0.0,0,2288.16,8856.06,42,3,3
No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,Willits,Male,0,2183,No,0,45,24.75,13,Yes,Yes,Yes,Yes,0.0,0,1113.75,5861.6,51,0,5
No,67,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.1,1759.55,Windsor,Female,0,6466,No,0,67,43.3,0,No,No,No,No,0.0,0,2901.1,4660.65,45,0,3
Yes,3,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,35.1,101.1,Witter Springs,Male,0,3610,Yes,3,3,0.0,25,No,Yes,No,Yes,0.0,0,0.0,101.1,33,0,3
No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,Yorkville,Male,0,4574,No,0,65,18.23,3,Yes,No,Yes,Yes,0.0,0,1184.95,7681.1,80,0,4
Yes,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.25,4234.15,The Sea Ranch,Male,0,6438,Yes,2,63,48.14,28,No,Yes,Yes,No,0.0,150,3032.82,7416.97,52,0,4
Yes,11,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,300.7,Eureka,Female,0,5409,Yes,1,11,15.04,0,No,No,No,No,0.0,0,165.44,466.14,50,2,4
No,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.55,59.55,Eureka,Male,0,5824,No,0,1,41.39,48,No,Yes,Yes,Yes,0.0,0,41.39,100.94,20,1,3
No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.8,4323.35,Alderpoint,Male,0,6483,No,0,55,26.3,23,Yes,No,Yes,Yes,0.0,0,1446.5,5769.85,48,0,5
Yes,25,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,55.1,1466.1,Blocksburg,Male,0,2499,Yes,2,25,47.1,25,No,Yes,No,Yes,0.0,0,1177.5,2643.6,34,1,4
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,8684.8,Mckinleyville,Male,1,4432,Yes,1,72,34.87,8,Yes,Yes,Yes,Yes,0.0,0,2510.64,11195.44,31,0,2
Yes,72,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.15,1776.45,Arcata,Female,0,5613,Yes,7,72,37.98,0,No,No,No,No,0.0,0,2734.56,4511.01,55,0,5
No,65,No,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,45.25,2933.95,Bayside,Female,0,5712,No,0,65,0.0,25,No,Yes,No,Yes,0.0,0,0.0,2933.95,33,2,5
No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.5,4370.25,Blue Lake,Female,1,5684,No,0,54,45.77,10,No,No,No,Yes,0.0,0,2471.58,6841.83,68,0,1
Yes,7,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,144.35,Bridgeville,Male,0,4954,Yes,9,7,39.98,0,No,No,No,No,0.0,0,279.86,424.21,31,1,3
Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),64.75,4804.75,Burnt Ranch,Female,0,4675,Yes,7,72,15.23,26,No,Yes,No,Yes,0.0,0,1096.56,5901.31,45,0,3
Yes,21,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.6,1125.2,Carlotta,Male,0,5763,Yes,4,21,17.19,11,No,No,No,Yes,0.0,0,360.99,1486.19,57,0,3
No,2,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.7,39.85,Crescent City,Female,0,2107,No,0,2,13.89,0,No,No,No,No,0.0,0,27.78,67.63,28,0,4
No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,422.4,Ferndale,Male,0,2757,No,0,4,19.0,17,Yes,No,Yes,Yes,0.0,0,76.0,498.4,80,0,4
Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Fields Landing,Male,1,5036,Yes,1,3,43.27,17,No,Yes,No,Yes,0.0,0,129.81,381.56,33,0,1
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.8,8332.15,Fortuna,Male,0,5130,Yes,8,72,27.59,25,Yes,Yes,Yes,Yes,0.0,0,1986.48,10318.63,50,0,3
No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.45,314.6,Garberville,Female,0,3672,No,0,6,39.16,8,No,No,No,Yes,0.0,0,234.96,549.56,63,0,3
No,52,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.8,4331.4,Gasquet,Male,0,6339,No,0,52,5.92,23,Yes,No,Yes,No,0.0,70,307.84,4709.24,58,0,3
Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.35,6382.0,Honeydew,Male,0,6132,Yes,5,69,49.91,13,Yes,No,Yes,Yes,0.0,0,3443.79,9825.79,73,0,3
No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,740.3,Hoopa,Male,1,5811,No,0,8,19.49,10,Yes,No,Yes,No,0.0,80,155.92,976.22,44,0,1
No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,600.15,Hydesville,Female,0,4899,No,0,8,2.18,13,Yes,No,No,Yes,0.0,0,17.44,617.59,72,0,3
No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,5538.8,Klamath,Female,0,4438,No,0,63,41.8,16,Yes,No,Yes,Yes,0.0,0,2633.4,8172.2,74,0,4
No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.6,7049.5,Kneeland,Male,0,5680,No,0,60,44.24,52,Yes,Yes,Yes,Yes,0.0,0,2654.4,9703.9,22,0,3
Yes,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.2,690.5,Korbel,Female,0,4474,Yes,4,12,23.99,51,No,Yes,No,Yes,0.0,0,287.88,978.38,24,0,4
No,13,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,279.3,Loleta,Female,0,5917,No,0,13,21.36,0,No,No,No,No,0.0,0,277.68,556.98,50,0,5
No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.05,1427.55,Mad River,Male,0,4709,No,0,22,43.78,47,Yes,No,No,No,0.0,10,963.16,2400.71,20,0,4
No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.5,452.7,Miranda,Male,1,2810,No,0,5,3.25,25,Yes,No,No,Yes,0.0,0,16.25,468.95,33,0,2
Yes,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,Myers Flat,Female,1,2865,Yes,1,1,28.73,0,No,No,No,No,0.0,0,28.73,48.18,54,2,2
Yes,72,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1709.15,Orick,Female,0,4755,Yes,4,72,48.29,0,No,No,No,No,0.0,0,3476.88,5186.03,59,3,4
No,2,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.75,53.15,Orleans,Female,0,5355,No,0,2,4.92,0,No,No,No,No,0.0,0,9.84,62.99,23,0,4
Yes,40,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,777.35,Petrolia,Female,0,3556,Yes,1,40,3.01,0,No,No,No,No,0.0,0,120.4,897.75,42,3,5
Yes,44,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,860.85,Phillipsville,Male,0,3743,Yes,2,44,36.86,0,No,No,No,No,0.0,0,1621.84,2482.69,23,3,3
Yes,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.0,5012.1,Redway,Male,0,5247,Yes,10,71,11.35,24,No,Yes,No,Yes,0.0,0,805.85,5817.95,69,0,3
No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,Rio Dell,Female,1,4320,No,0,2,41.37,28,No,No,No,Yes,0.0,0,82.74,249.04,32,0,2
No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,2404.1,Salyer,Male,0,4030,No,0,26,25.04,9,No,No,Yes,Yes,0.0,0,651.04,3055.14,65,0,5
Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70.0,Samoa,Male,1,2485,Yes,1,1,38.8,4,No,No,No,Yes,0.0,0,38.8,108.8,38,0,2
No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,Scotia,Female,0,5092,No,0,1,0.0,76,No,No,Yes,No,0.0,10,0.0,34.4,19,0,5
Yes,65,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.8,4820.15,Smith River,Male,1,5207,Yes,1,65,40.47,30,No,Yes,Yes,Yes,0.0,0,2630.55,7450.7,56,0,1
